VARIABLES = "t_hat"
  "Max_u"
  "Max_p"
  "Max_Mach"
  "Max_omega_z"
  "Min_omega_z"
  "Max_nu_t"
  "delta_omega_0"
  "delta_theta_0"
  "Min_p"
  "Max_dudy"
  "Max_uv"
  "Max_TKE"
  "Int_TKE"
  "Int_Pk"
  "Int_duidxjtauij"
  "Int_dTKEdt"
  "Min_Q"
  "Max_Q"
  "Int_rhoE"
  "Int_KE1"
ZONE T="Vortex_DNS_Statistics_OpenSBLI"
I=301
3.0200000000000000e+00 7.0995702323043641e-01 1.0075014944506824e+00 1.4916587624561770e-01 2.3707559416817240e+01 -4.7942037664064213e-01 1.5997853813612538e-03 1.4495637421722886e+01 2.1291051061384948e+01 9.7744646507609401e-01 1.6272827663362172e+01 -1.2802127733220684e-02 4.0434516348922402e-02 2.4115739293000811e-03 1.7193259789035484e-01 1.4001841206446225e-01 1.5769763122215744e-02 -5.0809096854045485e+01 1.9771761700044411e+02 1.5652775865417283e+02 4.2764638885250733e-01
3.0400000000000000e+00 7.2004484744487085e-01 1.0082433895576990e+00 1.5007558421517470e-01 2.3179558421783305e+01 -4.0190329688657755e-01 1.5141061497748437e-03 1.5115343980885775e+01 2.1112106211747605e+01 9.7724654168795777e-01 1.6119979240068655e+01 -1.3370323867824935e-02 4.0821710418991929e-02 2.4153515697862369e-03 1.7391470531402492e-01 1.3926322605453456e-01 2.1783742065578114e-02 -5.1780373992753482e+01 2.0249085220427872e+02 1.5652775282933584e+02 4.2762509669563825e-01
3.0600000000000001e+00 7.3435391009861728e-01 1.0067928117774125e+00 1.5177237517779460e-01 2.2677257533377130e+01 -3.7910750544146027e-01 1.6364820159261242e-03 1.5555026446198761e+01 2.0952950068071420e+01 9.7597840704138772e-01 1.5833102806439587e+01 -1.4006374429092819e-02 4.0659229786661630e-02 2.4201588530281520e-03 1.7566060667383621e-01 1.3851038720085476e-01 2.5451989097321669e-02 -4.8280459921097545e+01 1.8620267357320017e+02 1.5652776749219669e+02 4.2758770592196710e-01
3.0800000000000001e+00 7.4523884625418457e-01 1.0064652384321486e+00 1.5301816922879558e-01 2.2495862260214448e+01 -3.6952547109285638e-01 1.7417158975754680e-03 1.5842345468989389e+01 2.0811313957877868e+01 9.7584621831465523e-01 1.5565132780075984e+01 -1.4461812049299527e-02 4.0553667226685831e-02 2.4254335884447177e-03 1.7811095368950555e-01 1.3775910872026240e-01 2.7527943864633489e-02 -4.8556118909220167e+01 1.9147796638404978e+02 1.5652778322727474e+02 4.2755809735937689e-01
3.1000000000000001e+00 7.5847220863702813e-01 1.0076712700419446e+00 1.5498060866679669e-01 2.2397667357286039e+01 -4.0154719977303227e-01 1.7029453106524931e-03 1.6038734584571298e+01 2.0687700621286158e+01 9.7629177900142572e-01 1.5672385739117999e+01 -1.4950139971126786e-02 4.0483587633845332e-02 2.4311453047343541e-03 1.7778780555899465e-01 1.3702158462236708e-01 2.9675372642850504e-02 -4.5907726861827655e+01 1.9292341498870218e+02 1.5652776615510010e+02 4.2752532240005192e-01
3.1200000000000001e+00 7.6584992598058277e-01 1.0083521619855051e+00 1.5573147498938494e-01 2.1991886456450505e+01 -4.2955409557792568e-01 1.7966365376048919e-03 1.6353523781546663e+01 2.0583081196929118e+01 9.7516138947406894e-01 1.5083232992455210e+01 -1.4818510391738232e-02 4.0313626258514437e-02 2.4371761181607339e-03 1.7592820231598255e-01 1.3627955401044578e-01 2.9599079593055650e-02 -4.7011025233281153e+01 2.0517212897128152e+02 1.5652775095995017e+02 4.2748304612646598e-01
3.1399999999999997e+00 7.7475157003539752e-01 1.0074419680363289e+00 1.5687943571883603e-01 2.1536265206071697e+01 -4.1509763912724668e-01 1.7337133028983535e-03 1.6682778538697736e+01 2.0492403708620120e+01 9.7415088311767439e-01 1.4777498012528655e+01 -1.4622009153694859e-02 4.0061494439132553e-02 2.4428781964134392e-03 1.7333713129308195e-01 1.3554301604135865e-01 2.8047123323597715e-02 -4.1291950825937782e+01 1.7732534771855245e+02 1.5652775084626259e+02 4.2744224965023797e-01
3.1600000000000001e+00 7.8567375383858240e-01 1.0065501289888124e+00 1.5832603258777880e-01 2.1151113979451289e+01 -3.7978098645646979e-01 2.0507531388003885e-03 1.6971170888183210e+01 2.0415910550034269e+01 9.7260751064310558e-01 1.4287718225825573e+01 -1.4371934301234970e-02 3.9951801977261059e-02 2.4482589308540688e-03 1.7309646540117665e-01 1.3479960815373143e-01 2.4170680428172730e-02 -4.4054183270776939e+01 1.7763410827778472e+02 1.5652774288117121e+02 4.2741318169553610e-01
3.1800000000000002e+00 7.9495984390741325e-01 1.0067289856610042e+00 1.5970201254137248e-01 2.1380715857224793e+01 -4.1254410020101356e-01 1.9546984596261500e-03 1.7346375977438399e+01 2.0350209888357973e+01 9.7531908254166633e-01 1.4023998746391142e+01 -1.4096356924162529e-02 3.9687594393876868e-02 2.4524947103043994e-03 1.6762018550791818e-01 1.3407479147841850e-01 1.9469436302431344e-02 -4.4085212750003620e+01 1.7334163424644331e+02 1.5652772637446051e+02 4.2740078376094304e-01
3.2000000000000002e+00 7.9855958312996089e-01 1.0062861126501426e+00 1.6015811048393644e-01 2.0796248356031981e+01 -3.9301542523267119e-01 2.1254532692269032e-03 1.7635112409529519e+01 2.0299776120734329e+01 9.7495431137817667e-01 1.3554223841428716e+01 -1.3788687957501478e-02 3.9394633525822113e-02 2.4560985962607980e-03 1.5970573921218081e-01 1.3333241122800724e-01 1.6249839190370850e-02 -3.9408153793052172e+01 1.7342347522431254e+02 1.5652773353250149e+02 4.2737581976491734e-01
3.2200000000000002e+00 8.0273005615330528e-01 1.0071953533496856e+00 1.6055768973796430e-01 2.0972486852655503e+01 -3.9932181857964960e-01 1.9680242311318802e-03 1.8013499286457723e+01 2.0262180262753752e+01 9.7253240579754818e-01 1.3103683384509482e+01 -1.3232782962471008e-02 3.8778025921720513e-02 2.4588688725414370e-03 1.5078572186991263e-01 1.3254837231812477e-01 1.0697680016480358e-02 -4.1127117059421771e+01 1.7840603531056172e+02 1.5652773292123618e+02 4.2733346965520735e-01
3.2399999999999998e+00 8.0516003041282824e-01 1.0067467764144800e+00 1.6085410201191327e-01 2.0543575000408694e+01 -3.9388649462396402e-01 2.3132766166549393e-03 1.8335585872300886e+01 2.0230637111612968e+01 9.7136082583592787e-01 1.2710130205293456e+01 -1.2360091642121516e-02 3.8412788207921197e-02 2.4602526146934806e-03 1.4621462493533322e-01 1.3172143328059294e-01 2.9646709386020923e-03 -3.8547617193471147e+01 1.7230946341333564e+02 1.5652775263254000e+02 4.2729134816773090e-01
3.2600000000000002e+00 8.0747174617823736e-01 1.0067556625536007e+00 1.6127040373366905e-01 2.0394448863760221e+01 -3.9205368980867389e-01 2.5721277637191673e-03 1.8615061106577212e+01 2.0205188251745607e+01 9.7118158542506017e-01 1.2228411438023000e+01 -1.1345778940375483e-02 3.7919553890368121e-02 2.4600524257263083e-03 1.3811457689179285e-01 1.3087025704289526e-01 -4.6936349533855211e-03 -3.8095984877248085e+01 1.7435663363718461e+02 1.5652777897123437e+02 4.2726591975117079e-01
3.2799999999999998e+00 8.0634340488372747e-01 1.0070888393016706e+00 1.6109613191944572e-01 2.0378266398346685e+01 -3.8929919088647219e-01 2.8072228750617573e-03 1.8990565557951403e+01 2.0183202509053100e+01 9.7207489885905651e-01 1.1909763878506649e+01 -1.0537344631809664e-02 3.7563499591087998e-02 2.4584518114871222e-03 1.3032862010561427e-01 1.2999126250031709e-01 -1.0826342941114920e-02 -3.6497889848139224e+01 1.8940272257073568e+02 1.5652776757355619e+02 4.2724749038124094e-01
3.2999999999999998e+00 8.0636675433100868e-01 1.0061172432288661e+00 1.6101921317733500e-01 2.0418263616097335e+01 -4.0771410594156843e-01 2.6980566055051403e-03 1.9232057710140822e+01 2.0166065634383141e+01 9.7104696520521860e-01 1.1539815592111188e+01 -9.8526013342661901e-03 3.7279487964187882e-02 2.4557271707786937e-03 1.2161637283418211e-01 1.2907576485465305e-01 -1.6992615521433500e-02 -3.4239292412811707e+01 1.8003277305769319e+02 1.5652775051602842e+02 4.2722057951678311e-01
3.3200000000000003e+00 8.0351812661805899e-01 1.0058886716036204e+00 1.6062257680921671e-01 2.0168235776705814e+01 -4.2354467706009902e-01 2.8454904351211362e-03 1.9513926985742110e+01 2.0151115987818663e+01 9.7073076421411675e-01 1.1130772652643932e+01 -9.2096992941952636e-03 3.6816573532174657e-02 2.4516337981712439e-03 1.1545363888473453e-01 1.2812194068583679e-01 -2.3697346914134099e-02 -3.6390578037264206e+01 1.7091537919814397e+02 1.5652774607779273e+02 4.2718993922451959e-01
3.3399999999999999e+00 8.0174375488758831e-01 1.0064816447673397e+00 1.6021423006369356e-01 2.0015178448647632e+01 -4.0884769900631707e-01 2.5888557515148726e-03 1.9801786098032412e+01 2.0137376059743001e+01 9.7019325503392040e-01 1.0978584380008256e+01 -8.5523871917793613e-03 3.6350022387673889e-02 2.4462905964507189e-03 1.0660223819451792e-01 1.2712867613516060e-01 -2.9509338726247121e-02 -3.8000570208464978e+01 1.6756924441114339e+02 1.5652773690920483e+02 4.2715274425033350e-01
3.3600000000000003e+00 8.0148233500086297e-01 1.0061701585596823e+00 1.6016182648974761e-01 2.0046538090984818e+01 -4.0198215287997968e-01 2.6689551877294706e-03 1.9960105391751579e+01 2.0123020005607877e+01 9.6925407679808739e-01 1.0876651364353110e+01 -8.0611129503423400e-03 3.5965037391574625e-02 2.4398328494572435e-03 1.0072205058510790e-01 1.2608152362053335e-01 -3.5463066928941175e-02 -4.2066820928181563e+01 1.7851675835867741e+02 1.5652771059233714e+02 4.2711792820401551e-01
3.3799999999999999e+00 7.9576921791313648e-01 1.0058773544508568e+00 1.5922944522853491e-01 2.0446363195645993e+01 -3.9352206851826427e-01 2.4158420207026680e-03 1.9959043014590282e+01 2.0104617734183787e+01 9.7010945052268038e-01 1.0815887978384234e+01 -7.5207031387276718e-03 3.5313368811756576e-02 2.4321419940096867e-03 9.4980422081935065e-02 1.2499138756884308e-01 -4.1006880454304305e-02 -3.3960202807348672e+01 1.6141529633211874e+02 1.5652770328517974e+02 4.2709220666837916e-01
3.3999999999999999e+00 7.9323754469327779e-01 1.0067816530538523e+00 1.5874170076295271e-01 2.0223476991047562e+01 -4.2292690778329506e-01 1.6856797156312342e-03 1.9777683434159986e+01 2.0085146865965992e+01 9.7056851808682454e-01 1.0736971622577324e+01 -6.9960430066172124e-03 3.4543437260317764e-02 2.4235563392724464e-03 8.9117545126639844e-02 1.2385999797053768e-01 -4.4266841779152938e-02 -3.3719407704149951e+01 1.5617501717547074e+02 1.5652769700698923e+02 4.2706155684575803e-01
3.4200000000000004e+00 7.8678490713144256e-01 1.0071095643074053e+00 1.5746041365018720e-01 2.0150811588146652e+01 -4.0499320641396902e-01 1.4930646367259516e-03 1.9476520041550891e+01 2.0065108853294067e+01 9.6844929310558148e-01 1.0795533348395409e+01 -6.3434749807866203e-03 3.3840105933998159e-02 2.4144950280626672e-03 8.4324961155557945e-02 1.2266742778267332e-01 -4.6727529715822377e-02 -3.5298975852088823e+01 1.5899663585003617e+02 1.5652772458632856e+02 4.2702318173861314e-01
3.4399999999999999e+00 7.8342168947141511e-01 1.0067052836812347e+00 1.5690243105312154e-01 2.0295224260855459e+01 -4.2919088432435371e-01 1.6936915708612361e-03 1.9094300199411880e+01 2.0039589829055100e+01 9.6900953755307229e-01 1.0940600938217807e+01 -5.8409793127536681e-03 3.2930923440735574e-02 2.4048975421510550e-03 8.1986840146914222e-02 1.2142258062277821e-01 -4.8826163089182112e-02 -3.3424522466464786e+01 1.7652362320430606e+02 1.5652776976631333e+02 4.2699744031642206e-01
3.4600000000000000e+00 7.7876450058315372e-01 1.0062145750859948e+00 1.5590685670182983e-01 2.0523696728671766e+01 -4.2260518823553916e-01 1.3619904759407989e-03 1.8566739121685693e+01 2.0010463095572234e+01 9.6878881701045672e-01 1.1249607629374347e+01 -5.2929397245033228e-03 3.2185263865279243e-02 2.3950176883565334e-03 8.1068125326390697e-02 1.2015226092360320e-01 -5.0175786775144837e-02 -3.2238686419978428e+01 1.5981051262771680e+02 1.5652777480186595e+02 4.2698636355781033e-01
3.4800000000000004e+00 7.7237279166059147e-01 1.0057973118793200e+00 1.5448868573005711e-01 2.0956996391085902e+01 -4.4613514440671725e-01 1.6953639505865863e-03 1.8060886388125240e+01 1.9976909501794164e+01 9.6993392621626939e-01 1.1511337780529715e+01 -4.6902156510938379e-03 3.1599088178753142e-02 2.3849204130374116e-03 8.1874128571855734e-02 1.1887772435826946e-01 -5.0331694719732360e-02 -3.2992587343261228e+01 1.6320134336823375e+02 1.5652775212982718e+02 4.2698886723467466e-01
3.5000000000000000e+00 7.7109172194805742e-01 1.0053005094028991e+00 1.5405153956414669e-01 2.1125853752052731e+01 -4.6674911145245945e-01 1.5486727484610419e-03 1.7636630598456282e+01 1.9939311145802044e+01 9.7244261837082957e-01 1.2015497079843328e+01 -4.3938750739324559e-03 3.0970764188262518e-02 2.3750998834138680e-03 8.1600474362250333e-02 1.1760296520072200e-01 -4.6714643808099775e-02 -3.4958896895883697e+01 1.6658306200514653e+02 1.5652773956922454e+02 4.2697998316825886e-01
3.5200000000000005e+00 7.6859367165442993e-01 1.0053530927828001e+00 1.5360088866023175e-01 2.1058661379548155e+01 -5.0419494918299590e-01 1.3864445029393871e-03 1.7256320277016854e+01 1.9902613221315562e+01 9.7121058953655592e-01 1.2177039400922846e+01 -4.1137914944602023e-03 3.0266822242420149e-02 2.3663511699370918e-03 8.0031207586741954e-02 1.1630529254005102e-01 -4.1142251724446390e-02 -3.2444515956563599e+01 1.6534192130014264e+02 1.5652774484613201e+02 4.2693831956001099e-01
3.5400000000000000e+00 7.6440414343705321e-01 1.0065912512937647e+00 1.5277406127288709e-01 2.1385199386655074e+01 -4.6994165333867000e-01 1.2807444135354775e-03 1.7031507009554925e+01 1.9866606424779295e+01 9.6870659087833411e-01 1.2671861819098966e+01 -4.0939965786055315e-03 2.9596410067122204e-02 2.3585788886934128e-03 8.3022353584255401e-02 1.1497710864923562e-01 -3.7121365228753402e-02 -3.3580661529058922e+01 1.6565411274448763e+02 1.5652771599042990e+02 4.2687958675215931e-01
3.5600000000000001e+00 7.5778358308403093e-01 1.0072732273577105e+00 1.5159469609170378e-01 2.0809418859536962e+01 -4.4259635562725069e-01 1.8282348424770527e-03 1.6873764534510787e+01 1.9827285760587039e+01 9.6860507019625863e-01 1.2947893768413904e+01 -4.2543782049397003e-03 2.8797751352814750e-02 2.3514938594124449e-03 8.9169920178629417e-02 1.1365268498539093e-01 -3.3330689489439187e-02 -3.2490033993234924e+01 1.5824069875497037e+02 1.5652770432905979e+02 4.2683180526770931e-01
3.5800000000000005e+00 7.5301704469883346e-01 1.0082112974616528e+00 1.5062721784666652e-01 2.1027131304096390e+01 -4.6295244667281549e-01 1.6261643529079310e-03 1.6860702893606458e+01 1.9787906797066519e+01 9.6888951389833489e-01 1.3188554840413889e+01 -4.3284683992730342e-03 2.8072979869929161e-02 2.3453326757656972e-03 9.3049996460073198e-02 1.1235519687147354e-01 -2.7906037563342489e-02 -3.2479332638378047e+01 1.6181981027003374e+02 1.5652767964453068e+02 4.2680479145620348e-01
3.6000000000000001e+00 7.4779657129903931e-01 1.0085440734242723e+00 1.4951985122793515e-01 2.0927662713221626e+01 -4.5000470036909918e-01 1.9738424502671261e-03 1.6970914523037809e+01 1.9749799842780558e+01 9.6890309338669856e-01 1.3141730304899641e+01 -4.7275878499919068e-03 2.7427398131459047e-02 2.3403751212900197e-03 9.8915722120182556e-02 1.1107884556583530e-01 -2.1846329634869877e-02 -3.0707355159991273e+01 1.5639559282014790e+02 1.5652767190165756e+02 4.2678896523954052e-01
3.6200000000000001e+00 7.4609589650727093e-01 1.0073697739051246e+00 1.4924014759478083e-01 2.0791557838155217e+01 -4.6371609845809220e-01 1.5568116149713032e-03 1.7071610175615394e+01 1.9710660543924597e+01 9.6997930537752330e-01 1.3196231785147004e+01 -5.2250878707621315e-03 2.6915828642620914e-02 2.3366034738660363e-03 1.0292342252100514e-01 1.0983243606340999e-01 -1.5698887221704219e-02 -2.9869479113348113e+01 1.5126316367797199e+02 1.5652773072172701e+02 4.2679042026362851e-01
3.6399999999999997e+00 7.4118661386660778e-01 1.0050866160356404e+00 1.4830866793375694e-01 2.0718385823069426e+01 -4.7922214166059524e-01 1.5807750301865178e-03 1.7215365221781383e+01 1.9673063825416417e+01 9.7050706397042819e-01 1.3185002746748683e+01 -5.8053267616037805e-03 2.6590830284295340e-02 2.3340914353388465e-03 1.0681172815143136e-01 1.0861431996092058e-01 -9.5381803985618262e-03 -2.9821116212860108e+01 1.4669350579673358e+02 1.5652777051693892e+02 4.2678604638119988e-01
3.6600000000000001e+00 7.3476816332229267e-01 1.0049799607072034e+00 1.4679052610429225e-01 2.0761486835175003e+01 -4.8200129531077696e-01 1.7224540520295495e-03 1.7303262704548114e+01 1.9639779055898099e+01 9.6978305131666853e-01 1.3045084564074624e+01 -6.5769292853997772e-03 2.6127093670195122e-02 2.3327405174884026e-03 1.1149179749108787e-01 1.0742637785933883e-01 -4.3058716470900501e-03 -2.8679991125214858e+01 1.5290129462779689e+02 1.5652776707812870e+02 4.2677558418224620e-01
3.6800000000000006e+00 7.3372280479091390e-01 1.0066567764895153e+00 1.4652557351969148e-01 2.0499829906288813e+01 -4.9347934236365049e-01 1.6950783391252457e-03 1.7335422078818304e+01 1.9608974787644414e+01 9.7076206069830129e-01 1.2856981890113586e+01 -6.9844372510631993e-03 2.5685525442224483e-02 2.3323631032254959e-03 1.1465540730532357e-01 1.0627262762079609e-01 9.0203274735968638e-04 -2.8624606574038630e+01 1.4857201734105806e+02 1.5652774350656679e+02 4.2675832670192693e-01
3.7000000000000002e+00 7.3085350099531721e-01 1.0062626786782249e+00 1.4605480418385389e-01 2.0377389710909927e+01 -5.0294767326972778e-01 1.5456978636323826e-03 1.7514477521282764e+01 1.9578708765471152e+01 9.7013970416837281e-01 1.2786376453234158e+01 -7.4420553139761007e-03 2.5335983578008071e-02 2.3331109089122499e-03 1.1640148921718610e-01 1.0514938639510589e-01 6.5526252808752400e-03 -2.9228988316241765e+01 1.4173796947879734e+02 1.5652774686349298e+02 4.2672394063881408e-01
3.7200000000000002e+00 7.2543367571917527e-01 1.0060744685949004e+00 1.4509086839771229e-01 2.0568067562873640e+01 -5.3210956464487147e-01 1.4268335439684022e-03 1.7645938578995690e+01 1.9552393969419466e+01 9.6796298535550951e-01 1.2637865296513743e+01 -7.7051575009414730e-03 2.4935425719486932e-02 2.3348896881359646e-03 1.1785796639504467e-01 1.0405359123527215e-01 1.0567116230739380e-02 -2.8213484907019293e+01 1.4449182737655497e+02 1.5652772473168349e+02 4.2667259711499061e-01
3.7399999999999998e+00 7.2473768178308440e-01 1.0066338511078468e+00 1.4486952887724619e-01 2.0493572008749723e+01 -5.1232557244556198e-01 2.0090171301531908e-03 1.7692222287975984e+01 1.9528890654252862e+01 9.6668444690025290e-01 1.2402283361673280e+01 -7.9126837766426931e-03 2.4529838128134439e-02 2.3372268960980451e-03 1.2329247854710632e-01 1.0298962671339150e-01 1.2553756314963716e-02 -2.8300975185777020e+01 1.4371509711670586e+02 1.5652771705047803e+02 4.2662522904567807e-01
3.7600000000000002e+00 7.2025206229153138e-01 1.0065987838733654e+00 1.4400478527892044e-01 2.0271351533263203e+01 -4.7937648389469573e-01 2.1092826054398542e-03 1.7719279496721150e+01 1.9504997463373652e+01 9.6839286499856581e-01 1.2053820657871359e+01 -7.8517912176688607e-03 2.4272652874835536e-02 2.3399299217580828e-03 1.2453737076477284e-01 1.0197245938332372e-01 1.5096390106035704e-02 -2.7498164406270135e+01 1.3812894975004298e+02 1.5652769387448063e+02 4.2660387880842415e-01
3.7800000000000002e+00 7.1870697105827530e-01 1.0070515520162273e+00 1.4380205383070527e-01 2.0229491749394256e+01 -4.3792810994557041e-01 1.7132705600282545e-03 1.7694672490401182e+01 1.9484785868744755e+01 9.6854891076469241e-01 1.1724365821508117e+01 -7.7585883283405902e-03 2.3971120570194692e-02 2.3433037627332894e-03 1.2401040385103079e-01 1.0098374857873060e-01 1.8471744908233910e-02 -2.8011370176589377e+01 1.5235241254028546e+02 1.5652766693676739e+02 4.2659055610331320e-01
3.7999999999999998e+00 7.1604199858086248e-01 1.0069306803906091e+00 1.4356042254805831e-01 2.0210796214139631e+01 -4.4017141620462219e-01 1.6884880091873728e-03 1.7590293189298716e+01 1.9468143307087573e+01 9.6744332323516824e-01 1.1564705990149026e+01 -7.4461377062575622e-03 2.3851699613551443e-02 2.3472732849634330e-03 1.2625127605863293e-01 1.0002281994696262e-01 2.0972220178228820e-02 -2.8805759275565890e+01 1.3939301062739582e+02 1.5652768839341209e+02 4.2657634371686415e-01
3.8200000000000003e+00 7.1738525549147136e-01 1.0065113379608939e+00 1.4364244786445901e-01 2.0159935335036330e+01 -4.1977605552135439e-01 1.8103389339530832e-03 1.7481352784744406e+01 1.9453837477623146e+01 9.6780606988432993e-01 1.1490003215874662e+01 -7.1927621635409916e-03 2.3618277385854699e-02 2.3516416139610853e-03 1.2672769020519539e-01 9.9087521134635745e-02 2.2563191140400628e-02 -2.7698057134370078e+01 1.4248613682749377e+02 1.5652773273748448e+02 4.2656608001107288e-01
3.8399999999999999e+00 7.2222124749657834e-01 1.0048133966577690e+00 1.4463161153594561e-01 2.0213081349609858e+01 -4.6144805291435642e-01 1.6774987267527859e-03 1.7318112339499958e+01 1.9439753947986997e+01 9.6789390533813391e-01 1.1581610821999050e+01 -6.7771562624931118e-03 2.3423643638072752e-02 2.3562994031527010e-03 1.2843404435797826e-01 9.8183527435884252e-02 2.4187390763601019e-02 -2.8503035320819208e+01 1.4060663711331333e+02 1.5652775566797050e+02 4.2655705904455060e-01
3.8600000000000003e+00 7.2624375154836363e-01 1.0042172386279167e+00 1.4529016735848371e-01 2.0393914100650186e+01 -4.8813094581861372e-01 1.8385369703510178e-03 1.7193449017633458e+01 1.9426973908759152e+01 9.6839734441715541e-01 1.1716019397100007e+01 -6.3172025995950638e-03 2.3304052204613301e-02 2.3613610495104662e-03 1.2982328224915327e-01 9.7313326734738290e-02 2.6539377074546459e-02 -2.8549337308596662e+01 1.3876218445447904e+02 1.5652775462220688e+02 4.2655455846708290e-01
3.8800000000000003e+00 7.2750278480761410e-01 1.0052720452274808e+00 1.4544841694441707e-01 2.0521073604236317e+01 -4.9963498519432059e-01 1.9556754855150982e-03 1.7098396141213474e+01 1.9416878247827608e+01 9.7077041492880978e-01 1.2044418342676508e+01 -5.7199687901587897e-03 2.3094203804248741e-02 2.3669790315258405e-03 1.3127496649780884e-01 9.6476546064071050e-02 3.0033135987342717e-02 -2.8227860869621612e+01 1.4195151428710278e+02 1.5652775734368120e+02 4.2654369332557013e-01
3.8999999999999999e+00 7.2790353200636881e-01 1.0060546827849710e+00 1.4536849424548817e-01 2.0678884639924526e+01 -4.8373011004300320e-01 1.6171788957303249e-03 1.6949677865324972e+01 1.9411387299352555e+01 9.6863863660501703e-01 1.2162290853074888e+01 -5.2302135574677179e-03 2.2892550582090408e-02 2.3733841359672892e-03 1.3165207376021854e-01 9.5663313039969236e-02 3.3667327258300822e-02 -2.7741227430463965e+01 1.3703009095187647e+02 1.5652773742777688e+02 4.2650249849943234e-01
3.9200000000000004e+00 7.2936581569736503e-01 1.0050463024741996e+00 1.4562168050079904e-01 2.0619492153686853e+01 -4.6953342859467617e-01 1.6173149774562745e-03 1.6761749991565054e+01 1.9407906759675157e+01 9.6675405242048718e-01 1.2183363401490325e+01 -4.7952065653430265e-03 2.2808779125053597e-02 2.3804045684376603e-03 1.3368787808656102e-01 9.4870060864489333e-02 3.6426439867458284e-02 -2.8810439367551606e+01 1.3830095997530756e+02 1.5652771736127096e+02 4.2644579292417456e-01
3.9399999999999999e+00 7.3365322002480815e-01 1.0055760739096784e+00 1.4653533645853761e-01 2.0620314610556949e+01 -4.8204682478595168e-01 1.7180308070554920e-03 1.6593166205031888e+01 1.9404819036797441e+01 9.6665304076335323e-01 1.2408554381403327e+01 -4.5704077231995188e-03 2.2764791382865839e-02 2.3879637593851055e-03 1.3797489447203778e-01 9.4111226660038239e-02 3.9358359304110052e-02 -2.9347425744909550e+01 1.4183222619319835e+02 1.5652769868401239e+02 4.2640557928742245e-01
3.9600000000000000e+00 7.3144572841213640e-01 1.0072220029050236e+00 1.4622846058983055e-01 2.0973058145242138e+01 -4.9806298519891112e-01 1.4699850011207554e-03 1.6405743138636357e+01 1.9404547283412640e+01 9.6853008600623358e-01 1.2844122384195090e+01 -4.5455997142331899e-03 2.2594031729021673e-02 2.3961925631864668e-03 1.4043472591169079e-01 9.3398126403590076e-02 4.3133191515650988e-02 -2.8283721443951386e+01 1.4270223131706618e+02 1.5652767885632150e+02 4.2638613732241126e-01
3.9800000000000004e+00 7.2892053803818457e-01 1.0075727349059940e+00 1.4574414526159235e-01 2.0662966409655798e+01 -4.7773304326562305e-01 1.5151444955865154e-03 1.6440625401183539e+01 1.9410231932604496e+01 9.6699362335513717e-01 1.2789774773153470e+01 -4.5557575160417229e-03 2.2463094543823049e-02 2.4052280316278819e-03 1.4325179789941081e-01 9.2718789610838445e-02 4.7057271651543879e-02 -2.7706812283691118e+01 1.3442912797108141e+02 1.5652768467526295e+02 4.2637447067625134e-01
4.0000000000000000e+00 7.3106132163071058e-01 1.0055400214746399e+00 1.4612754704523850e-01 2.0763552535543479e+01 -4.7672112017725771e-01 1.3317679054486152e-03 1.6491493208501133e+01 1.9417160567460964e+01 9.6735745512949911e-01 1.2939660024085846e+01 -4.6045103849770121e-03 2.2341742816921632e-02 2.4149990867423097e-03 1.4694202194591688e-01 9.2081154019054118e-02 5.0578365140695310e-02 -3.0382670066810345e+01 1.4022062695834256e+02 1.5652770707023777e+02 4.2637491753011320e-01
4.0200000000000005e+00 7.3166905424799988e-01 1.0046737707875799e+00 1.4627491870145826e-01 2.0934722604450169e+01 -5.0617635992683607e-01 1.3853325456693016e-03 1.6494246092053320e+01 1.9425619285501291e+01 9.6870314422506232e-01 1.3067827385951706e+01 -4.9497286896190169e-03 2.2244518302607059e-02 2.4254784958681382e-03 1.4958741861618208e-01 9.1480428731734453e-02 5.4415303958107994e-02 -2.9802166337701824e+01 1.3687627199383897e+02 1.5652772426602141e+02 4.2638068659880163e-01
4.0400000000000000e+00 7.3238327394082292e-01 1.0037253545133715e+00 1.4655461474662529e-01 2.0750658820862519e+01 -4.9930208076285787e-01 1.5432234004129134e-03 1.6514110191979249e+01 1.9437674381275585e+01 9.6931932069324900e-01 1.2943590075508633e+01 -5.1948700662354051e-03 2.2273471886379070e-02 2.4368082007708508e-03 1.5388840097864059e-01 9.0918542437656527e-02 5.8995777264724339e-02 -3.0908406189783850e+01 1.3362727456000906e+02 1.5652773498838849e+02 4.2637890386864230e-01
4.0600000000000005e+00 7.3275357504911776e-01 1.0039988088416154e+00 1.4648317256750201e-01 2.0737701287733447e+01 -4.8275674212799913e-01 1.4314017726989037e-03 1.6569211276443262e+01 1.9454834397421006e+01 9.6920778038191346e-01 1.2797547423730979e+01 -5.4031248171517703e-03 2.2297382045528488e-02 2.4491042143567495e-03 1.5718838918572414e-01 9.0392129451932646e-02 6.4078209761123911e-02 -3.1945258492984017e+01 1.4027295092744379e+02 1.5652775144946546e+02 4.2636133794065834e-01
